"time_min","std-0_bc","std-0_aligned","std-25_bc","std-25_aligned","std-50_bc","std-50_aligned","std-100_bc","std-100_aligned","std-150_bc","std-150_aligned","std-200_bc","std-200_aligned","sample-1_bc","sample-1_aligned","sample-2_bc","sample-2_aligned","sample-3_bc","sample-3_aligned","sample-4_bc","sample-4_aligned"
3.96667,-28.32,-36.88,88.29,80.99,-4.61,-3.91,5.48,5.48,-0.03,-0.86,-1.3,-2.26,1176.27,-22.18,139.48,-125.42,-16.83,-20.78,183.47,-108.86
3.975,-31.07,-36.94,94.18,87.21,-5.42,-4.67,4.74,4.74,-0.96,-0.81,-2.37,-1.54,1278.69,-23.44,113.84,-94.33,-15.6,-20.6,193.34,-108.34
3.98333,-35.14,-37.14,99.54,93.22,-5.28,-5.41,4.03,4.03,-0.9,-0.03,-1.46,-1.55,1387.11,-25.19,92.94,-57.59,-13.52,-19.79,198.89,-104.71
3.99167,-37.54,-37.03,105.39,98.68,-5.19,-5.27,4.35,4.35,-0.84,0.28,-1.56,-1.67,1501.53,-29.13,78.74,-16.82,-11.58,-18.7,202.12,-98.19
4,-38.32,-38,110.76,104.47,-5.15,-5.18,3.7,3.7,-0.8,0.32,-1.68,-0.89,1623.95,-33.13,70.17,28.57,-10.75,-18.4,202.04,-86.34
4.00833,-39.47,-38.42,115.67,109.93,-4.15,-5.08,4.08,4.08,0.25,0.37,-0.81,0.88,1757.37,-35.71,20.59,77.24,-9.03,-17.44,197.67,-71.04
4.01667,-41.01,-39.19,120.15,114.93,-3.2,-4.09,4.49,4.49,0.29,0.42,1.05,0.01,1902.79,-36.45,28.89,127.3,-6.39,-17.49,192.01,-50.18
4.025,-40.95,-39.45,127.22,119.48,-2.28,-3.14,5.94,5.94,0.33,0.47,-0.09,-0.22,2066.2,-35.74,45.47,177.21,-3.81,-17.71,186.05,-24.23
4.03333,-41.3,-39.95,132.89,126.18,-3.39,-2.35,6.42,6.42,0.38,0.53,-0.23,-0.36,2247.62,-30.86,69.53,227.06,-1.27,-17.4,178.79,4.77
4.04167,-42.05,-38.65,138.2,132.08,-4.54,-3.46,5.94,5.94,0.43,0.59,-0.37,-0.5,2454.04,-21.76,102.78,273.81,1.26,-17,172.21,36.28
4.05,-42.22,-37.02,143.16,137.45,-3.72,-4.49,4.49,4.49,0.49,0.66,-0.51,0.28,2688.46,-7.68,147.1,316.01,4.81,-16.27,165.3,68.66
4.05833,-42.81,-35.71,147.8,142.48,-3.95,-3.74,4.08,4.08,0.54,-0.05,0.35,0.21,2957.88,11.24,201.45,352.59,8.41,-14.87,157.03,101.03
4.06667,-42.82,-35.75,153.14,147.18,-3.21,-3.91,3.72,3.72,0.61,-0.19,0.2,1.93,3267.3,36.26,268.81,382.86,13.1,-13.04,147.38,129.59
4.075,-41.24,-36.94,158.2,152.44,-3.5,-3.22,3.39,3.39,0.68,-0.12,2.07,1.96,3623.72,67.24,350.17,406.31,17.93,-11.46,137.33,153.59
4.08333,-39.07,-38.44,163,157.55,-3.83,-3.52,3.09,3.09,-0.25,-0.04,1.95,0.92,4034.14,105.78,448.54,422.4,-3.81,-10.68,126.84,171.81
4.09167,-38.29,-39.96,168.55,162.39,-3.19,-3.8,2.82,2.82,-0.17,0.03,0.84,0.75,4506.56,152.28,565.9,428.7,-2.11,-9.14,115.89,185.84
4.1,-36.88,-40.71,172.87,167.86,-2.59,-3.16,2.59,2.59,-0.1,0.1,0.74,0.66,5052.98,208.62,706.27,428.39,-0.91,-6.83,104.43,195.34
4.10833,-36.85,-40.42,177.98,172.35,-3.01,-2.6,4.39,4.39,-0.03,1,0.66,0.58,5682.4,265.63,875.63,421.48,0.75,-4.51,92.43,200.44
4.11667,-37.19,-40.26,181.9,177.38,-1.46,-2.94,5.22,5.22,0.04,1.27,0.57,-0.44,6405.82,329.47,1082,408.33,3.66,-2.22,81.86,202.07
4.125,-36.9,-38.79,185.63,181.45,-1.92,-1.47,5.11,5.11,0.12,1.36,-0.51,0.36,7238.24,398.65,1334.37,389.88,10.32,0.05,68.68,198.89
4.13333,-37.98,-37.67,187.19,185.21,-1.4,-1.9,4.04,4.04,1.2,0.63,0.42,0.35,8194.66,470.98,1644.73,367.68,19.52,2.74,55.84,192.91
4.14167,-38.43,-36.89,190.58,187.02,-0.9,-1.39,3,3,1.28,-1.12,0.34,1.22,9291.08,547.36,2028.1,343.33,33.03,5.94,42.31,186.29
4.15,-39.26,-37.27,191.82,190.22,0.6,-0.85,2,2,1.38,-2.18,1.28,1.22,10548.5,626.76,2504.46,316.22,50.68,9.39,29.05,178.26
4.15833,-39.48,-38.07,192.91,191.69,1.1,0.62,2.02,2.02,0.48,-2.25,1.22,1.17,11988.92,710.17,3100.83,287.07,72.42,13.61,16,170.83
4.16667,-40.09,-37.04,195.84,192.8,1.62,1.12,1.06,1.06,-1.41,-1.32,1.17,0.18,13638.34,797.59,3851.2,256.8,101.18,17.93,4.09,162.65
4.175,-38.08,-36.32,197.64,195.56,3.15,1.66,1.11,1.11,-2.32,-1.13,0.13,0.09,15528.76,887.01,4794.56,226.68,136.96,-3.81,-5.77,152.78
4.18333,-36.45,-35.62,198.28,197.47,2.71,3.14,1.18,1.18,-2.24,-0.22,0.09,0.06,17696.18,980.43,5982.93,197.96,184.75,-2.11,-13.66,141.75
4.19167,-35.19,-34.35,198.77,198.22,3.3,2.72,0.25,0.25,-1.18,0.83,0.06,0.98,20176.6,1076.85,7481.3,170.69,249.54,-0.91,-4,130.2
4.2,-36.28,-32.96,198.1,198.72,4.92,3.33,-0.67,-0.67,-1.13,0.11,1.02,0.04,23016.02,1176.27,9364.66,145.71,334.33,0.75,-1.65,118.08
4.20833,-37.74,-31.85,196.26,198.15,6.6,4.96,0.4,0.4,-0.08,0.03,0,-0.03,26260.44,1278.69,11726.03,123.3,449.12,3.66,8.69,105.35
4.21667,-39.58,-31.01,195.23,196.41,7.34,6.61,1.49,1.49,0.95,0.98,-0.03,-0.05,29965.86,1387.11,14665.39,103.95,604.91,10.32,31.04,92.01
4.225,-40.8,-30.44,193.01,195.32,9.16,7.37,2.58,2.58,0,1.13,-0.05,-1.04,34190.28,1501.53,18294.76,88.46,815.7,19.52,71.38,79.75
4.23333,-40.42,-30.14,189.58,193.19,11.06,9.18,1.7,1.7,0.04,-0.63,-1.08,-1.11,38995.7,1623.95,22733.13,77.39,1097.49,33.03,136.73,65.09
4.24167,-40.44,-29.98,185.9,189.83,12.08,11.07,0.83,0.83,1.09,-0.75,-1.11,-0.19,44445.12,1757.37,28103.49,70.17,1469.28,50.68,237.07,50.43
4.25,-38.85,-29.26,181.96,186.17,14.21,12.1,-0.04,-0.04,1.14,-1.63,-0.16,0.77,50597.54,1902.79,34522.86,20.59,1960.07,72.42,385.42,35.42
4.25833,-37.64,-28.8,176.72,182.23,15.49,14.22,-0.9,-0.9,-0.8,-0.74,0.8,0.77,57507.96,2066.2,42089.22,28.89,2596.87,101.18,598.76,20.7
4.26667,-36.82,-28.59,170.15,177.07,16.92,15.5,-0.77,-0.77,-0.75,-0.64,0.77,1.71,65224.38,2247.62,50867.59,45.47,3416.66,136.96,900.65,6.95
4.275,-37.36,-26.93,163.22,170.57,19.52,16.93,-1.65,-1.65,-1.7,-0.62,1.74,1.73,73778.8,2454.04,60882.96,69.53,4460.45,184.75,1322.14,-4.58
4.28333,-38.27,-24.55,155.87,163.63,20.32,19.52,-2.55,-2.55,-0.67,-0.6,1.73,1.73,83174.21,2688.46,72105.32,102.78,5775.24,249.54,1900.85,-13.66
4.29167,-36.55,-22.93,148.06,156.29,-1.27,20.32,-3.48,-3.48,-0.64,0.36,1.73,0.77,93383.63,2957.88,84448.69,147.1,7408.03,334.33,2682.66,-4
4.3,-36.2,-22.38,138.75,148.49,-0.7,-1.27,-4.44,-4.44,-0.62,0.42,0.74,0.77,104336.05,3267.3,97752.06,201.45,9407.82,449.12,3724.49,-1.65
4.30833,-35.2,-22.32,127.87,139.23,-0.76,-0.7,-5.43,-5.43,-0.6,0.44,0.77,0.8,115915.47,3623.72,111788.42,268.81,11824.61,604.91,5091.34,8.69
4.31667,-33.54,-21.42,115.36,128.4,-0.2,-0.76,-4.48,-4.48,0.41,0.46,0.8,-0.15,127961.89,4034.14,126275.79,350.17,14702.4,815.7,6859.2,31.04
4.325,-32.22,-19.86,102.16,115.94,0.2,-0.2,-4.58,-4.58,0.42,-0.49,-0.16,-1.11,140281.31,4506.56,140897.15,448.54,18080.2,1097.49,9108.06,71.38
4.33333,-31.22,-18.85,87.2,102.73,-0.41,0.2,-4.72,-4.72,0.44,-0.5,-1.13,-0.11,152646.73,5052.98,155318.52,565.9,21990.99,1469.28,11924.92,136.73
4.34167,-30.54,-18.56,71.4,87.8,-0.16,-0.41,-5.91,-5.91,0.46,-0.49,-0.09,-0.06,164807.15,5682.4,169216.89,706.27,26452.78,1960.07,15391.78,237.07
4.35,-30.15,-18.67,54.67,71.99,0.03,-0.16,-7.17,-7.17,-0.52,-0.48,-0.06,-0.04,176519.57,6405.82,182297.25,875.63,31473.57,2596.87,19591.64,385.42
4.35833,-30.07,-19.29,35.93,55.24,0.19,0.03,-9.5,-9.5,-0.5,-0.47,-0.03,-0.01,187560.99,7238.24,194312.62,1082,37047.36,3416.66,24591.49,598.76
4.36667,-29.28,-18.33,16.08,36.52,-0.69,0.19,-10.92,-10.92,-0.49,-0.47,-0.01,0.02,197752.41,8194.66,205081.99,1334.37,43157.15,4460.45,30442.35,900.65
4.375,-28.78,-15.91,-3.97,16.65,-0.87,-0.69,-11.44,-11.44,-0.48,-1.7,0.02,-0.95,206951.83,9291.08,214491.35,1644.73,49772.94,5775.24,37172.21,1322.14
4.38333,-28.57,-14.53,-26.34,-3.45,-1.57,-0.87,-12.08,-12.08,-0.47,-1.81,-0.96,-0.94,215071.25,10548.5,222494.72,2028.1,56855.73,7408.03,44785.07,1900.85
4.39167,-26.63,-13.29,-50.15,-25.83,-2.14,-1.57,-12.83,-12.83,-0.47,-3.18,-0.94,-1.93,222078.67,11988.92,229095.08,2504.46,64357.52,9407.82,53255.93,2682.66
4.4,-23.95,-13.85,-75.54,-49.67,-4.11,-2.14,-13.71,-13.71,-1.7,-6.69,-1.93,-6.36,227981.09,13638.34,234334.45,3100.83,72227.32,11824.61,62534.79,3724.49
4.40833,-22.52,-14.71,-101.72,-75.1,-8.69,-4.11,-9.53,-9.53,-1.81,-13.32,-6.36,-8.65,232826.51,15528.76,238273.82,3851.2,80407.11,14702.4,72542.65,5091.34
4.41667,-22.31,-14.99,-130.93,-101.34,-15.17,-8.69,-12.51,-12.51,-3.18,-23.58,-8.65,-15.5,236675.93,17696.18,240985.18,4794.56,88834.9,18080.2,83181.51,6859.2
4.425,-22.32,-15.18,-158.43,-130.59,-24.94,-15.17,-18.67,-18.67,-6.69,-40.98,-15.5,-28.55,239599.35,20176.6,242529.55,5982.93,97446.69,21990.99,94327.37,9108.06
4.43333,-20.55,-14.92,-186.49,-158.19,-38.82,-24.94,-31.1,-31.1,-13.32,-64.66,-28.55,-49.42,241657.77,23016.02,242957.91,7481.3,106172.48,26452.78,105843.23,11924.92
4.44167,-18.99,-14.42,-209.34,-186.32,-54.93,-38.82,-44.8,-44.8,-23.58,-88.38,-49.42,-76.8,242897.19,26260.44,242299.28,9364.66,114942.27,31473.57,117583.09,15391.78
4.45,-18.61,-14.05,-225.21,-209.28,-64.97,-54.93,-50.14,-50.14,-40.98,-93.31,-76.8,-105.95,243342.61,29965.86,240564.65,11726.03,123686.06,37047.36,129394.95,19591.64
4.45833,-18.43,-13.8,-3.91,-225.21,-44.65,-64.97,-21,-21,-64.66,-20.67,-105.95,-104.91,242993.03,34190.28,237755.01,14665.39,132327.85,43157.15,141128.81,24591.49
4.46667,-19.43,-13.67,32.68,-3.91,60.08,-44.65,101.84,101.84,-88.38,251.79,-104.91,1.65,241826.45,38995.7,233857.38,18294.76,140795.64,49772.94,152642.66,30442.35
4.475,-18.61,-13.9,129.27,32.68,348.69,60.08,422.02,422.02,-93.31,926.6,1.65,376.99,239797.87,44445.12,228867.75,22733.13,149017.44,56855.73,163799.52,37172.21
4.48333,-15.97,-14.77,327.66,129.27,928.39,348.69,1059.88,1059.88,-20.67,2241.39,376.99,1281.29,236859.29,50597.54,222794.11,28103.49,156926.23,64357.52,174478.38,44785.07
4.49167,-14.5,-14.79,678,327.66,1928.69,928.39,2202,2202,251.79,4557.28,1281.29,3053.22,232954.71,57507.96,215667.48,34522.86,164463.02,72227.32,184571.24,53255.93
4.5,-13.17,-13.28,1250.23,678,3529.82,1928.69,4127.37,4127.37,926.6,8401.42,3053.22,6208.6,228044.13,65224.38,207543.84,42089.22,171573.81,80407.11,193991.1,62534.79
4.50833,-13.98,-11.88,2141.32,1250.23,5967.83,3529.82,7230.26,7230.26,2241.39,14487.45,6208.6,11512.88,222099.55,73778.8,198506.21,50867.59,178218.6,88834.9,202668.96,72542.65
4.51667,-14.93,-9.68,3470.8,2141.32,9528.61,5967.83,12023.3,12023.3,4557.28,23709.73,11512.88,20010.35,215122.97,83174.21,188664.58,60882.96,184368.39,97446.69,210553.82,83181.51
4.525,-15.02,-8.37,5380.44,3470.8,14528.64,9528.61,19132.86,19132.86,8401.42,37095.02,20010.35,33003.19,207146.39,93383.63,178152.94,72105.32,190005.18,106172.48,217606.68,94327.37
4.53333,-15.27,-7.23,8018.16,5380.44,21286.23,14528.64,29253.64,29253.64,14487.45,55703.74,33003.19,51986.1,198232.81,104336.05,167129.31,84448.69,195116.97,114942.27,223802.54,105843.23
4.54167,-14.66,-6.16,11525.91,8018.16,30073.06,21286.23,43081.52,43081.52,23709.73,80484.65,51986.1,78491.47,188478.22,115915.47,155763.68,97752.06,199702.77,123686.06,229120.4,117583.09
4.55,-14.19,-5.78,16018.67,11525.91,41065,30073.06,61209.45,61209.45,37095.02,112111.64,78491.47,113860.04,178005.64,127961.89,144229.04,111788.42,203753.56,132327.85,233537.26,129394.95
4.55833,-13.87,-6.9,21559.43,16018.67,54295.97,41065,84009.39,84009.39,55703.74,150808.66,113860.04,158978.69,166959.06,140281.31,132692.41,126275.79,207264.35,140795.64,237024.12,141128.81
4.56667,-13.69,-7.79,28137.2,21559.43,69617.97,54295.97,111521.33,111521.33,80484.65,196222.7,158978.69,214032.38,155510.48,152646.73,121309.77,140897.15,210215.14,149017.44,239542.97,152642.66
4.575,-13.64,-7.45,35649.97,28137.2,86679.97,69617.97,143377.28,143377.28,112111.64,247364.74,214032.38,278325.09,143837.9,164807.15,110228.14,155318.52,212573.93,156926.23,241046.83,163799.52
4.58333,-14.73,-7.42,43900.73,35649.97,104943.98,86679.97,178765.24,178765.24,150808.66,302636.79,278325.09,350222.79,132119.32,176519.57,99573.51,169216.89,214296.72,164463.02,241481.69,174478.38
4.59167,-14.97,-8.27,52599.5,43900.73,123706.99,104943.98,216453.19,216453.19,196222.7,359950.84,350222.79,427235.51,120518.74,187560.99,89446.87,182297.25,215324.51,171573.81,240790.55,184571.24
4.6,-13.34,-8.33,61389.27,52599.5,142168,123706.99,254895.14,254895.14,247364.74,416918.88,427235.51,506225.22,109195.16,197752.41,79929.24,194312.62,215585.3,178218.6,238919.41,193991.1
4.60833,-11.84,-7.93,69876.04,61389.27,159497.01,142168,292372.09,292372.09,302636.79,471071.93,506225.22,583720.93,98288.58,206951.83,71073.61,205081.99,215001.09,184368.39,235823.27,202668.96
4.61667,-9.45,-8.27,77661.81,69876.04,174917.01,159497.01,327159.05,327159.05,359950.84,520090.98,583720.93,656266.65,87920,215071.25,62911.97,214491.35,213491.89,190005.18,231480.13,210553.82
4.625,-8.16,-7.91,84381.58,77661.81,187770.02,174917.01,357686,357686,416918.88,562002.02,656266.65,720735.36,78179.42,222078.67,55459.34,222494.72,210989.68,195116.97,225891.99,217606.68
4.63333,-6.96,-9.43,89741.35,84381.58,197567.03,187770.02,382681.95,382681.95,471071.93,595320.07,720735.36,774598.07,69130.84,227981.09,48709.7,229095.08,207447.47,199702.77,219097.85,223802.54
4.64167,-5.83,-11.02,93540.11,89741.35,204025.04,197567.03,401267.9,401267.9,520090.98,619127.12,774598.07,816081.79,60813.26,232826.51,42642.07,234334.45,202840.26,203753.56,211166.71,229120.4
4.65,-5.76,-10.2,95683.88,93540.11,207065.05,204025.04,412997.85,412997.85,562002.02,633073.16,816081.79,844239.5,53242.68,236675.93,37225.44,238273.82,197175.05,207264.35,202210.57,233537.26
4.65833,-7.75,-5.31,96177.65,95683.88,206808.06,207065.05,417849.81,417849.81,595320.07,637346.21,844239.5,858909.21,46416.1,239599.35,32419.8,240985.18,190494.84,210215.14,192367.43,237024.12
4.66667,-7.82,-3.15,95122.42,96177.65,203526.07,206808.06,416174.76,416174.76,619127.12,632572.26,858909.21,860621.93,40312.52,241657.77,28180.17,242529.55,182878.63,212573.93,181803.29,239542.97
4.675,-6.97,-4.1,92691.19,95122.42,197611.08,203526.07,408615.71,408615.71,633073.16,619722.3,860621.93,850455.64,34894.94,242897.19,24457.53,242957.91,174436.42,214296.72,170703.14,241046.83
4.68333,-8.18,-5.42,89108.96,92691.19,189530.09,197611.08,396018.66,396018.66,637346.21,599978.35,850455.64,829872.35,30119.36,243342.61,21202.9,242299.28,165306.22,215324.51,159260,241481.69
4.69167,-8.48,-6.93,84623.73,89108.96,179775.1,189530.09,379334.62,379334.62,632572.26,574636.4,829872.35,800564.07,25935.78,242993.03,18370.27,240564.65,155645.01,215585.3,147664.86,240790.55
4.7,-7.86,-8.49,79488.49,84623.73,168833.1,179775.1,359544.57,359544.57,619722.3,545015.45,800564.07,764310.78,22288.2,241826.45,15909.63,237755.01,145623.8,215001.09,136101.72,238919.41
4.70833,-8.31,-9.63,73944.26,79488.49,157151.11,168833.1,337588.52,337588.52,599978.35,512367.49,764310.78,722863.49,19124.62,239797.87,13776,233857.38,135413.59,213491.89,124738.58,235823.27
4.71667,-7.85,-10.24,68201.03,73944.26,145121.12,157151.11,314314.47,314314.47,574636.4,477837.54,722863.49,677864.21,16390.04,236859.29,11930.37,228867.75,125179.38,210989.68,113718.44,231480.13
4.725,-9.48,-9.2,62433.8,68201.03,133068.13,145121.12,290456.43,290456.43,545015.45,442424.59,677864.21,630777.92,14033.46,232954.71,10337.73,222794.11,115075.17,207447.47,103159.3,225891.99
4.73333,-11.19,-7.16,56782.57,62433.8,121254.14,133068.13,266621.38,266621.38,512367.49,406969.63,630777.92,582866.63,12006.88,228044.13,8962.1,215667.48,105235.96,202840.26,93153.16,219097.85
4.74167,-10,-6.93,51351.34,56782.57,109875.15,121254.14,243290.33,243290.33,477837.54,372153.68,582866.63,535180.35,10268.3,222099.55,7775.46,207543.84,95773.75,197175.05,83767.02,211166.71
4.75,-3.89,-8.4,46209.11,51351.34,99070.16,109875.15,220822.28,220822.28,442424.59,338502.73,535180.35,488554.06,8779.72,215122.97,6750.83,198506.21,86777.54,190494.84,75040.88,202210.57
4.75833,-2.84,-9.04,41402.87,46209.11,88927.17,99070.16,199474.24,199474.24,406969.63,306399.77,488554.06,443633.77,7507.14,207146.39,5867.2,188664.58,78310.34,182878.63,66993.74,192367.43
4.76667,-4.83,-9.77,36952.64,41402.87,79497.18,88927.17,179414.19,179414.19,372153.68,276111.82,443633.77,400887.49,6418.56,198232.81,5102.56,178152.94,70415.13,174436.42,59627.6,181803.29
4.775,-5.87,-8.9,32863.41,36952.64,70800.18,79497.18,160738.14,160738.14,338502.73,247799.87,400887.49,360637.2,5486.98,188478.22,4440.93,167129.31,63111.92,165306.22,52925.46,170703.14
4.78333,-7.98,-8.68,29129.18,32863.41,62835.19,70800.18,143488.09,143488.09,306399.77,221542.92,360637.2,323075.91,4692.4,178005.64,3869.3,155763.68,56407.71,155645.01,46859.31,159260
4.79167,-9.16,-7.99,25736.95,29129.18,55584.2,62835.19,127659.04,127659.04,276111.82,197359.96,323075.91,288295.63,4013.82,166959.06,3372.66,144229.04,50288.5,145623.8,41394.17,147664.86
4.8,-10.43,-7.78,22667.72,25736.95,49014.21,55584.2,113215,113215,247799.87,175222.01,288295.63,256306.34,3433.23,155510.48,2940.03,132692.41,44736.29,135413.59,36491.03,136101.72
4.80833,-9.79,-7.93,19905.49,22667.72,43088.22,49014.21,100100.95,100100.95,221542.92,155060.06,256306.34,227061.05,2938.65,143837.9,2560.4,121309.77,39720.08,125179.38,32105.89,124738.58
4.81667,-7.24,-8.16,17424.25,19905.49,37763.23,43088.22,88244.9,88244.9,197359.96,136787.1,227061.05,200469.77,2515.07,132119.32,2227.77,110228.14,35205.87,115075.17,28196.75,113718.44
4.825,-6.77,-8.45,15203.02,17424.25,32998.24,37763.23,77569.85,77569.85,175222.01,120298.15,200469.77,176409.48,2151.49,120518.74,1938.14,99573.51,31157.66,105235.96,24721.61,103159.3
4.83333,-8.38,-8.08,13220.79,15203.02,28748.25,32998.24,67992.81,67992.81,155060.06,105479.2,176409.48,154737.19,1839.91,109195.16,1683.52,89446.87,27538.46,95773.75,21639.47,93153.16
4.84167,-9.07,-6.64,11456.56,13220.79,24971.26,28748.25,59429.76,59429.76,136787.1,92207.24,154737.19,135298.91,1571.34,98288.58,1455.89,79929.24,24311.25,86777.54,18913.33,83767.02
4.85,-9.84,-5.72,9891.33,11456.56,21624.27,24971.26,51797.71,51797.71,120298.15,80366.29,135298.91,117936.62,1340.76,87920,1252.19,71073.61,21439.04,78310.34,16507.19,75040.88
4.85833,-8.71,-5.94,8508.1,9891.33,18668.27,21624.27,45018.66,45018.66,105479.2,69838.34,117936.62,102487.33,1143.18,78179.42,1069.17,62911.97,18890.83,70415.13,14388.05,66993.74
4.86667,-8.67,-4.75,7287.87,8508.1,16065.28,18668.27,39016.62,39016.62,92207.24,60508.38,102487.33,88792.05,972.6,69130.84,904.01,55459.34,16632.62,63111.92,12523.91,59627.6
4.875,-7.7,-4.48,6215.63,7287.87,13782.29,16065.28,33720.57,33720.57,80366.29,52267.43,88792.05,76695.76,825.01,60813.26,1076.61,48709.7,14636.41,56407.71,10887.77,52925.46
4.88333,-7.82,-5.16,5276.4,6215.63,11786.3,13782.29,29061.52,29061.52,69838.34,45012.48,76695.76,66047.47,695.35,53242.68,938.76,42642.07,12875.2,50288.5,9454.62,46859.31
4.89167,-8.02,-6.78,4456.17,5276.4,10044.31,11786.3,24972.47,24972.47,60508.38,38643.53,66047.47,56706.19,580.48,46416.1,816.94,37225.44,11322.99,44736.29,8201.48,41394.17
4.9,-8.3,-7.67,3742.93,4456.17,8530.32,10044.31,21395.43,21395.43,52267.43,33071.57,56706.19,48536.9,479.86,40312.52,708.04,32419.8,9956.79,39720.08,7108.34,36491.03
4.90833,-8.65,-7.76,3124.69,3742.93,7217.33,8530.32,18276.38,18276.38,45012.48,28211.62,48536.9,41415.62,554.65,34894.94,611.91,28180.17,8758.58,35205.87,6156.2,32105.89
4.91667,-7.09,-8.44,2589.42,3124.69,6082.34,7217.33,15563.33,15563.33,38643.53,23983.68,41415.62,35224.33,473.24,30119.36,523.39,24457.53,7708.37,31157.66,5330.06,28196.75
4.925,-5.59,-9.43,2128.07,2589.42,5104.35,6082.34,13211.29,13211.29,33071.57,20317.74,35224.33,29862.05,403.35,25935.78,446.3,21202.9,6787.16,27538.46,4611.92,24721.61
4.93333,-6.16,-9.94,1731.51,2128.07,4264.38,5104.35,11177.25,11177.25,28211.62,17144.83,29862.05,25228.79,340.91,22288.2,377.47,18370.27,5981.95,24311.25,3989.78,21639.47
4.94167,-4.78,-9.66,1392.37,1731.51,3542.42,4264.38,9422.22,9422.22,23983.68,14406.97,25228.79,21234.55,287.84,19124.62,317.73,15909.63,5278.74,21439.04,3450.64,18913.33
4.95,-4.46,-9.45,1101.58,1392.37,2927.52,3542.42,7911.23,7911.23,20317.74,12048.24,21234.55,17801.38,241.06,16390.04,263.91,13776,4663.53,18890.83,2985.5,16507.19
4.95833,-5.19,-9.48,848.22,1101.58,2403.75,2927.52,6611.31,6611.31,17144.83,10021.83,17801.38,14855.37,201.47,14033.46,215.84,11930.37,4127.32,16632.62,2582.36,14388.05
4.96667,-6.97,-9.3,997.59,848.22,1957.32,2403.75,5500.57,5500.57,14406.97,8283.16,14855.37,12331.76,167.99,12006.88,172.35,10337.73,3660.11,14636.41,2233.22,12523.91
4.975,-7.82,-9.84,804.04,997.59,1578.71,1957.32,4550.26,4550.26,12048.24,6794.23,12331.76,10173.07,137.51,10268.3,134.28,8962.1,3252.91,12875.2,1932.08,10887.77
4.98333,-7.74,-10.31,641.7,802.72,1259.16,1578.71,3737.95,3737.95,10021.83,5522.3,10173.07,8332.55,111.96,8779.72,101.45,7775.46,2896.7,11322.99,1673.94,9454.62
4.99167,-8.75,-10.09,505.34,639.48,992.68,1259.16,3044.97,3044.97,8283.16,4444.42,8332.55,6766.06,90.24,7507.14,73.62,6750.83,2584.49,9956.79,1450.79,8201.48
5,-9.84,-9.96,391.71,502.57,739.1,992.68,2457.25,2457.25,6794.23,4160.28,6766.06,5440.92,71.27,6418.56,48.53,5867.2,2311.28,8758.58,1256.65,7108.34
5.00833,-10.02,-9.92,297.57,388.65,564.99,739.1,2305.25,2305.25,5522.3,3417.91,5440.92,5078.3,54.96,5486.98,26.95,5102.56,2073.07,7708.37,1088.51,6156.2
5.01667,-9.3,-9.96,220.66,294.44,421.91,563.79,1891.9,1891.9,4444.42,2792.06,5078.3,4157.07,41.2,4692.4,9.67,4440.93,1864.86,6787.16,942.37,5330.06
5.025,-9.67,-9.26,156.69,217.54,303.93,419.92,1544.25,1544.25,4160.28,2263.22,4149.26,3381.4,29.85,4013.82,-6.5,3869.3,1681.65,5981.95,815.23,4611.92
5.03333,-9.13,-8.53,107.25,153.87,207.11,301.49,1253.26,1253.26,3398.87,1817.16,3368.28,2729.76,19.81,3433.23,-20.72,3372.66,1518.44,5278.74,703.09,3989.78
5.04167,-9.69,-7.88,67.92,104.69,128.46,204.46,1009.81,1009.81,2760.12,1443.21,2713.24,2185.25,10.98,2938.65,-33.12,2940.03,1375.24,4663.53,604.95,3450.64
5.05,-10.35,-7.92,36.32,65.61,62.97,125.71,804.72,804.72,2222.93,1132.52,2166.89,1731.9,4.27,2515.07,-43.84,2560.4,1247.03,4127.32,518.81,2985.5
5.05833,-10.11,-8.34,12.15,34.36,12.58,60.43,633.79,633.79,1772.08,875.57,1712.82,1352.7,-1.38,2151.49,-52.97,2227.77,1132.82,3660.11,444.65,2582.36
5.06667,-9.96,-8.83,-8.87,10.27,-27.82,10.21,491.78,491.78,1396.22,661.89,1333.58,1038.1,-7.04,1839.91,-61.63,1938.14,1030.61,3252.91,379.48,2233.22
5.075,-9.92,-9.4,-24.92,-10.43,-58.49,-29.88,373.46,373.46,1085.99,484.73,1019.64,778.81,-10.76,1571.34,-69.88,1683.52,938.4,2896.7,320.23,1932.08
5.08333,-9.97,-9.69,-38.19,-26.33,-82.71,-60.33,275.55,275.55,830.94,339.54,761.46,567.34,-14.58,1340.76,-75.81,1455.89,855.19,2584.49,267.77,1673.94
5.09167,-9.11,-9.19,-47.81,-39.29,-100.71,-84.23,193.79,193.79,619.63,221.92,551.46,396.22,-17.54,1143.18,-81.49,1252.19,779.98,2311.28,220.66,1450.79
5.1,-8.35,-7.22,-53.87,-48.55,-114.65,-102,126.81,126.81,445.56,127.34,381.98,256.85,-19.67,972.6,-85.96,1069.17,710.77,2073.07,262.9,1256.65
5.10833,-7.67,-2.15,-59.45,-54.6,-124.7,-115.67,73.11,73.11,304.19,50.64,244.1,143.95,-20.99,825.01,-90.28,904.01,647.57,1864.86,223.72,1088.51
5.11667,-8.07,4.26,-61.59,-59.74,-129.94,-125.27,32.21,32.21,190.71,-11.57,132.72,53.51,-23.51,695.35,-93.49,1076.61,589.36,1681.65,190.32,942.37
